Drug.Name,Synonyms,ChEMBL ID,IDs,referenced_datasets,MOA,repurposing_target,Indication,Disease Area,Phase(RepHub),merge_issues,Type,Phase(ChEMBL),SMILES,InChIKey
2-PYRIDYLETHYLAMINE,2-PYRIDYLETHYLAMINE,,BRD:BRD-BRD-K17874705-300-03-2;BRD:BRD-K17874705-300-03-2,rep_primary;rep_single_dose,HISTAMINE RECEPTOR AGONIST,HRH1,,,PRECLINICAL,,,NA,"NCCC1CCCCN1, NCCC1CCCCN1",
2-TEDC,2-TEDC,,BRD:BRD-BRD-K89072800-001-01-8;BRD:BRD-K89072800-001-01-8,rep_primary;rep_single_dose,LIPOXYGENASE INHIBITOR,ALOX12,,,PRECLINICAL,,,NA,OC1CCC(\C=C(/C#N)C(=O)OCCC2CCCS2)CC1O,
2-THIOURACIL,2-THIOURACIL,,BRD:BRD-BRD-K58819470-001-05-9;BRD:BRD-K58819470-001-05-9,rep_primary;rep_single_dose,,,,,PRECLINICAL,,,NA,"OC1CCNC(S)N1, OC1CCNC(S)N1",
2-[1-(4-PIPERONYL)PIPERAZINYL]BENZOTHIAZOLE,2-[1-(4-PIPERONYL)PIPERAZINYL]BENZOTHIAZOLE,,BRD:BRD-BRD-K91868854-001-03-6;BRD:BRD-K91868854-001-03-6,rep_primary;rep_single_dose,SEROTONIN RECEPTOR AGONIST,HTR4,,,PRECLINICAL,,,NA,C(N1CCN(CC1)C1NC2CCCCC2S1)C1CCC2OCOC2C1,
20-HETE,20-HETE,,BRD:BRD-K00005345-001-01-9,rep_single_dose,ION CHANNEL ANTAGONIST,,,,,,,NA,,
VITICOSTERONE,20-HYDROXY-.ALPHA.-ECDYSONE;20-HYDROXYECDYSON;20-HYDROXYECDYSONE;BETA-ECDYSONE;BIO 101;BIO-101;BIO101;COMMISTERONE;CRUSTECDYSON;CRUSTECDYSONE;ECDYSTEN;ECDYSTERON;ECDYSTERONE;EKDISTEN;ISOINOKOSTERONE;NSC-629484;POLYPODIN A;POLYPODIN C;POLYPODINE A;POLYPODINE C;THE-7;VITICOSTERONE,CHEMBL224128,BRD:BRD-BRD-K28343777-001-01-6;BRD:BRD-K28343777-001-01-6,rep_primary;rep_single_dose,ECDYSONE RECEPTOR MODULATOR,,,,PRECLINICAL,,Small molecule,2,CC(C)(O)CC[C@@H](O)[C@](C)(O)[C@@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@]4(C)[C@@H]3CC[C@]12C;CC(C)(O)CC[C@@H](O)[C@](C)(O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@]4(C)[C@H]3CC[C@]12C,NKDFYOWSKOHCCO-YPVLXUMRSA-N
3'-FLUOROBENZYLSPIPERONE,3'-FLUOROBENZYLSPIPERONE,,BRD:BRD-BRD-K45662124-050-01-5;BRD:BRD-K45662124-050-01-5,rep_multi_dose;rep_primary;rep_single_dose,DOPAMINE RECEPTOR LIGAND,DRD2,,,PRECLINICAL,,,NA,"FC1CCC(CC1)C(=O)CCCN1CCC2(CC1)N(CN(CC1CCCC(F)C1)C2=O)C1CCCCC1, FC1CCC(CC1)C(=O)CCCN1CCC2(CC1)N(CN(CC1CCCC(F)C1)C2=O)C1CCCCC1",
"3,3'-DICHLOROBENZALDAZINE","3,3'-DICHLOROBENZALDAZINE",,BRD:BRD-BRD-K82903013-001-01-4;BRD:BRD-K82903013-001-01-4,rep_primary;rep_single_dose,"GLUTAMATE RECEPTOR ALLOSTERIC LIGAND, GLUTAMATE RECEPTOR MODULATOR",GRM5,,,PRECLINICAL,"Multiple values for MOA: {'GLUTAMATE RECEPTOR ALLOSTERIC LIGAND', 'GLUTAMATE RECEPTOR ALLOSTERIC LIGAND, GLUTAMATE RECEPTOR MODULATOR'}, defaulting to 'GLUTAMATE RECEPTOR ALLOSTERIC LIGAND, GLUTAMATE RECEPTOR MODULATOR'",,NA,CLC1CCCC(C1)\C=N\N=C\C1CCCC(CL)C1,
"3,3'-DIINDOLYLMETHANE","3,3'-DIINDOLYLMETHANE",,BRD:BRD-BRD-K37846922-001-09-4;BRD:BRD-K37846922-001-09-4,rep_primary;rep_single_dose,"CHK INHIBITOR, CYTOCHROME P450 ACTIVATOR, INDOLEAMINE 2,3-DIOXYGENASE INHIBITOR",AR;HIF1A;IFNG;PI3,,,PHASE 3,,,NA,C(C1C[NH]C2CCCCC12)C1C[NH]C2CCCCC12,
"3,4-DCPG-(R)","3,4-DCPG-(R)",,BRD:BRD-K06204668-001-03-9,rep_single_dose,GLUTAMATE RECEPTOR ANTAGONIST,,,,,,,NA,,
"3,5-DHPG-(S)","3,5-DHPG-(S)",,BRD:BRD-K57796080-001-04-9,rep_single_dose,GLUTAMATE RECEPTOR AGONIST,GRM1,,,,,,NA,,
3-(4-METHYLBENZYLIDENE)CAMPHOR,3-(4-METHYLBENZYLIDENE)CAMPHOR,,BRD:BRD-A55464252-001-01-2;BRD:BRD-BRD-A55464252-001-01-2,rep_primary;rep_single_dose,ENDOCRINE DISRUPTOR,,SUNSCREEN LOTION,,LAUNCHED,,,NA,CC1CCC(CC1)\C=C1\C2CCC(C)(C1=O)C2(C)C,
3-ALPHA-BIS-(4-FLUOROPHENYL)-METHOXYTROPANE,3-ALPHA-BIS-(4-FLUOROPHENYL)-METHOXYTROPANE,,BRD:BRD-A85216385-003-02-4;BRD:BRD-BRD-A85216385-003-02-4,rep_primary;rep_single_dose,DOPAMINE UPTAKE INHIBITOR,CHRM1;SLC6A2;SLC6A3;SLC6A4,,,PRECLINICAL,,,NA,CN1C2CCC1CC(C2)OC(C1CCC(F)CC1)C1CCC(F)CC1,
3-ALPHA-HYDROXY-5-BETA-ANDROSTAN-17-ONE,3-ALPHA-HYDROXY-5-BETA-ANDROSTAN-17-ONE,,BRD:BRD-A43598550-001-09-4;BRD:BRD-BRD-A43598550-001-09-4,rep_primary;rep_single_dose,,HSD17B11;IGHG2;SULT2A1,,,PRECLINICAL,,,NA,C[C@]12CCC3[C@@H](CC[C@@H]4C[C@H](O)CC[C@]34C)[C@@H]1CCC2=O,
3-AMINO-BENZAMIDE,3-AMINO-BENZAMIDE,,BRD:BRD-BRD-K08703257-001-12-1;BRD:BRD-K08703257-001-12-1;BRD:BRD-K08703257-001-13-9,rep_multi_dose;rep_primary;rep_single_dose,PARP INHIBITOR,PARP1,,,PHASE 2,,,NA,"NC(=O)C1CCCC(N)C1, NC(=O)C1CCCC(N)C1",
3-AQC,3-AQC,,BRD:BRD-BRD-K38370968-050-01-3;BRD:BRD-K38370968-050-01-3,rep_primary;rep_single_dose,SEROTONIN RECEPTOR AGONIST,HTR3A,,,PRECLINICAL,,,NA,C=CCN1CCN(CC1)C1NC2CCCCC2NC1C#N,
3-BROMO-7-NITROINDAZOLE,3-BROMO-7-NITROINDAZOLE,,BRD:BRD-BRD-K24689407-001-06-3;BRD:BRD-K24689407-001-06-3,rep_primary;rep_single_dose,NITRIC OXIDE SYNTHASE INHIBITOR,NOS1;NOS2;NOS3,,,PRECLINICAL,,,NA,"[O-][N+](=O)C1CCCC2C(BR)N[NH]C12, [O-][N+](=O)C1CCCC2C(BR)N[NH]C12",
3-BROMOPYRUVATE,3-BROMOPYRUVATE,,BRD:BRD-BRD-K92980438-001-03-3;BRD:BRD-K92980438-001-03-3,rep_primary;rep_single_dose,HEXOKINASE INHIBITOR,HK2,,,PRECLINICAL,,,NA,"OC(=O)C(=O)CBR, OC(=O)C(=O)CBR, OC(=O)C(=O)CBR",
3-CARBOXY-4-HYDROXYPHENYLGLYCINE-(R),3-CARBOXY-4-HYDROXYPHENYLGLYCINE-(R),,BRD:BRD-BRD-K76592088-001-02-1;BRD:BRD-K76592088-001-02-1,rep_primary;rep_single_dose,GLUTAMATE RECEPTOR ANTAGONIST,GRIN1;GRIN2A;GRIN2B;GRIN2C,,,PRECLINICAL,,,NA,N[C@@H](C(O)=O)C1CCC(O)C(C1)C(O)=O,
3-CARBOXY-4-HYDROXYPHENYLGLYCINE-(S),3-CARBOXY-4-HYDROXYPHENYLGLYCINE-(S),,BRD:BRD-BRD-K61585876-001-01-0;BRD:BRD-K61585876-001-01-0,rep_primary;rep_single_dose,GLUTAMATE RECEPTOR ANTAGONIST,GRM1;GRM5,,,PRECLINICAL,,,NA,N[C@H](C(O)=O)C1CCC(O)C(C1)C(O)=O,
3-CL-AHPC,3-CL-AHPC,,CTRP:660796,ctrp,,,,,,,,NA,,
3-CPMT,3-CPMT,,BRD:BRD-A51713165-003-02-6;BRD:BRD-BRD-A51713165-003-02-6,rep_primary;rep_single_dose,DOPAMINE REUPTAKE INHIBITOR,,,,PRECLINICAL,,,NA,CN1C2CCC1CC(C2)OC(C1CCCCC1)C1CCC(CL)CC1,
3-DEAZAADENOSINE,3-DEAZAADENOSINE,,BRD:BRD-A79431551-001-01-1;BRD:BRD-BRD-A79431551-001-01-1,rep_primary;rep_single_dose,ADENOSYLHOMOCYSTEINASE INHIBITOR,AHCY,,,PHASE 2,,,NA,NC1NCCC2N(CNC12)[C@@H]1O[C@H](CO)C(O)C1O,
3-DEAZANEPLANOCIN-A,3-DEAZANEPLANOCIN-A,,BRD:BRD-BRD-K77791657-001-01-1;BRD:BRD-BRD-K77791657-003-01-7;BRD:BRD-K77791657-001-01-1;BRD:BRD-K77791657-003-01-7,rep_multi_dose;rep_primary;rep_single_dose,HISTONE LYSINE METHYLTRANSFERASE INHIBITOR,EZH2,,,PRECLINICAL,,,NA,"NC1NCCC2N(CNC12)[C@@H]1C=C(CO)[C@@H](O)[C@H]1O, NC1NCCC2N(CNC12)[C@@H]1C=C(CO)[C@@H](O)[C@H]1O",
3-DEAZAURIDINE,3-DEAZAURIDINE,,BRD:BRD-A26105646-001-06-1;BRD:BRD-BRD-A26105646-001-06-1,rep_primary;rep_single_dose,CYTIDINE DEAMINASE INHIBITOR,,,,PRECLINICAL,,,NA,OCC1OC(C(O)C1O)N1C=CC(=O)CC1=O,
3-HYDROXY-3-PHENYLPENTANAMIDE,3-HYDROXY-3-PHENYLPENTANAMIDE,,BRD:BRD-A66143912-001-01-1;BRD:BRD-BRD-A66143912-001-01-1,rep_primary;rep_single_dose,GABA RECEPTOR MODULATOR,,,,PHASE 1,,,NA,CCC(O)(CC(N)=O)C1CCCCC1,
3-INDOLEBUTYRIC-ACID,3-INDOLEBUTYRIC-ACID,,BRD:BRD-BRD-K43187796-001-02-3;BRD:BRD-K43187796-001-02-3,rep_primary;rep_single_dose,,B2M;HLA-A;TRAC;TRBC1,,,PRECLINICAL,,,NA,OC(=O)CCCC1C[NH]C2CCCCC12,
3-MATIDA,3-MATIDA,,BRD:BRD-A87125127-001-03-9,rep_single_dose,GLUTAMATE RECEPTOR ANTAGONIST,GRM1,,,,,,NA,,
3-METHYL-GABA,3-METHYL-GABA,,BRD:BRD-K01825682-074-02-9,rep_single_dose,GABA AMINOTRANSFERASE ACTIVATOR,ABAT,,,,,,NA,,
3-METHYLADENINE,3-METHYLADENINE,CHEMBL292268,BRD:BRD-BRD-K81647657-001-04-3;BRD:BRD-K81647657-001-04-3,rep_primary;rep_single_dose,PI3K INHIBITOR,PI3,,,PRECLINICAL,,Small molecule,NA,"CN1CNC(=N)C2NC[NH]C12, CN1CNC(=N)C2NC[NH]C12;Cn1cnc(N)c2ncnc1-2",FSASIHFSFGAIJM-UHFFFAOYSA-N
3-MPPI,3-MPPI,,BRD:BRD-BRD-K62581435-001-03-8;BRD:BRD-K62581435-001-03-8,rep_primary;rep_single_dose,ADRENERGIC RECEPTOR LIGAND,ADRA1A,,,PRECLINICAL,,,NA,COC1CCCCC1N1CCN(CCN2C(=O)[NH]C3C4CCCCC4[NH]C3C2=O)CC1,
3PO,3PO,,BRD:BRD-K58413118-001-01-8,rep_single_dose,PHOSPHOFRUCTOKINASE INHIBITOR,PFKFB3,,,,,,NA,,
"4,4-PENTAMETHYLENEPIPERIDINE","4,4-PENTAMETHYLENEPIPERIDINE",,BRD:BRD-BRD-K49545903-003-01-4;BRD:BRD-K49545903-003-01-4,rep_primary;rep_single_dose,M2 CHANNEL BLOCKER,,,,PRECLINICAL,,,NA,C1CCC2(CC1)CCNCC2,
"4,5,6,7-TETRABROMOBENZOTRIAZOLE","4,5,6,7-TETRABROMOBENZOTRIAZOLE",,BRD:BRD-BRD-K97118047-001-03-8;BRD:BRD-K97118047-001-03-8,rep_primary;rep_single_dose,CASEIN KINASE INHIBITOR,AKT1;CHEK1;CSNK2A1;GSK3B;LCK;MAP2K1;MAPK1;MAPK11;MAPK12;MAPK14;MAPK8;PRKCA;ROCK1;RPS6KB1;SGK1,,,PRECLINICAL,,,NA,"BRC1C(BR)C(BR)C2[NH]NNC2C1BR, BRC1C(BR)C(BR)C2[NH]NNC2C1BR",
4-(4-FLUOROBENZOYL)-1-(4-PHENYLBUTYL)-PIPERIDINE,4-(4-FLUOROBENZOYL)-1-(4-PHENYLBUTYL)-PIPERIDINE,,BRD:BRD-BRD-K47337578-034-02-5;BRD:BRD-K47337578-034-02-5,rep_multi_dose;rep_primary;rep_single_dose,SEROTONIN RECEPTOR ANTAGONIST,HTR2A,,,PRECLINICAL,,,NA,"FC1CCC(CC1)C(=O)C1CCN(CCCCC2CCCCC2)CC1, FC1CCC(CC1)C(=O)C1CCN(CCCCC2CCCCC2)CC1",
4-(AMINOMETHYL)BENZOIC-ACID,4-(AMINOMETHYL)BENZOIC-ACID,,BRD:BRD-K00003517-001-01-9,rep_single_dose,HEMOSTATIC AGENT,,,,,,,NA,,
"4-ACETYL-1,1-DIMETHYLPIPERAZINIUM","4-ACETYL-1,1-DIMETHYLPIPERAZINIUM",,BRD:BRD-BRD-K97019106-005-02-9;BRD:BRD-K97019106-005-02-9,rep_primary;rep_single_dose,ACETYLCHOLINE RECEPTOR AGONIST,,,,PRECLINICAL,,,NA,CC(=O)N1CC[N+](C)(C)CC1,
4-AMINOHIPPURIC-ACID,4-AMINOHIPPURIC-ACID,,BRD:BRD-BRD-K65544384-001-15-8;BRD:BRD-K65544384-001-15-8,rep_primary;rep_single_dose,,SLC22A6,,,LAUNCHED,,,NA,"NC1CCC(CC1)C(=O)NCC(O)=O, NC1CCC(CC1)C(=O)NCC(O)=O, NC1CCC(CC1)C(=O)NCC(O)=O, NC1CCC(CC1)C(=O)NCC(O)=O, NC1CCC(CC1)C(=O)NCC(O)=O",
4-CHLOROPHENYLGUANIDINE,4-CHLOROPHENYLGUANIDINE,,BRD:BRD-BRD-K39160765-003-02-9;BRD:BRD-K39160765-003-02-9,rep_multi_dose;rep_primary;rep_single_dose,UROKINASE INHIBITOR,PLAUR,,,PRECLINICAL,,,NA,NC(=N)NC1CCC(CL)CC1,
4-CMTB,4-CMTB,,BRD:BRD-A54139254-001-09-2;BRD:BRD-BRD-A54139254-001-09-2,rep_primary;rep_single_dose,FREE FATTY ACID RECEPTOR AGONIST,FFAR2,,,PRECLINICAL,,,NA,CC(C)C(C(=O)NC1NCCS1)C1CCC(CL)CC1,
4-CPA,4-CPA,,BRD:BRD-K00078770-001-02-9,rep_single_dose,,,,,,,,NA,,
4-DAMP,4-DAMP,CHEMBL76897,BRD:BRD-K29313239-005-10-9,rep_single_dose,CHOLINERGIC RECEPTOR ANTAGONIST,CHRM1;CHRM2;CHRM3;CHRM4;CHRM5,,,,,Small molecule,NA,C[N+]1(C)CCC(OC(=O)C(c2ccccc2)c2ccccc2)CC1.[I-],WWJHRSCUAQPFQO-UHFFFAOYSA-M
4-GALACTOSYLLACTOSE,4-GALACTOSYLLACTOSE,,BRD:BRD-A32796301-001-01-6;BRD:BRD-BRD-A32796301-001-01-6,rep_primary;rep_single_dose,,AMY2B,,,PRECLINICAL,,,NA,OC[C@H]1O[C@@H](O[C@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](CO)OC(O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O,
4-HQN,4-HQN,,BRD:BRD-BRD-K91758890-001-10-0;BRD:BRD-K91758890-001-10-0,rep_primary;rep_single_dose,PARP INHIBITOR,PARP1,,,PRECLINICAL,,,NA,OC1NCNC2CCCCC12,
4-HYDROXY-PHENAZONE,4-HYDROXY-PHENAZONE,,BRD:BRD-BRD-K49759007-001-11-9;BRD:BRD-K49759007-001-11-9,rep_multi_dose;rep_primary;rep_single_dose,,,,,PRECLINICAL,,,NA,CC1C(O)C(=O)N(-C2CCCCC2)N1C,
4-IBP,4-IBP,,BRD:BRD-BRD-K62537556-001-02-5;BRD:BRD-K62537556-001-02-5,rep_primary;rep_single_dose,SIGMA RECEPTOR AGONIST,SIGMAR1,,,PRECLINICAL,,,NA,IC1CCC(CC1)C(=O)NC1CCN(CC2CCCCC2)CC1,
4-IODO-6-PHENYLPYRIMIDINE,4-IODO-6-PHENYLPYRIMIDINE,,BRD:BRD-BRD-K25690923-001-02-4;BRD:BRD-K25690923-001-02-4,rep_multi_dose;rep_primary;rep_single_dose,MACROPHAGE MIGRATION INHIBITING FACTOR INHIBITOR,MIF,,,PRECLINICAL,,,NA,IC1CC(NCN1)-C1CCCCC1,
4-IODO-L-PHENYLALANINE,4-IODO-L-PHENYLALANINE,,BRD:BRD-BRD-K66664625-001-01-2;BRD:BRD-K66664625-001-01-2,rep_primary;rep_single_dose,,DPP4,,,PRECLINICAL,,,NA,N[C@H](CC1CCC(I)CC1)C(O)=O,
4-METHYLGENISTEIN,4-METHYLGENISTEIN,,BRD:BRD-BRD-K73303757-001-21-6;BRD:BRD-K73303757-001-21-6,rep_multi_dose;rep_primary;rep_single_dose,PROTEIN TYROSINE KINASE INHIBITOR,CYP19A1;ESRRA;ESRRB;ESRRG;FASN,,,PRECLINICAL,,,NA,COC1CCC(CC1)-C1COC2CC(O)CC(O)C2C1=O,
4-METHYLHISTAMINE,4-METHYLHISTAMINE,CHEMBL275443,BRD:BRD-BRD-K70821460-300-02-4;BRD:BRD-K70821460-300-02-4,rep_multi_dose;rep_primary;rep_single_dose,HISTAMINE RECEPTOR AGONIST,HRH4,,,PRECLINICAL,,Small molecule,NA,Cc1nc[nH]c1CCN;CC1NC[NH]C1CCN,UGYXPZQILZRKJJ-UHFFFAOYSA-N
4-MU-8C,4-MU-8C,,BRD:BRD-BRD-K81316007-001-01-8;BRD:BRD-K81316007-001-01-8,rep_primary;rep_single_dose,IRE1 INHIBITOR,ERN1,,,PRECLINICAL,,,NA,CC1CC(=O)OC2C(C=O)C(O)CCC12,
4-P-PDOT,4-P-PDOT,,BRD:BRD-A67482312-001-02-6;BRD:BRD-BRD-A67482312-001-02-6,rep_primary;rep_single_dose,MELATONIN RECEPTOR ANTAGONIST,MTNR1A;MTNR1B,,,PRECLINICAL,,,NA,"CCC(=O)NC1CC(C2CCCCC2)C2CCCCC2C1, CCC(=O)NC1CC(C2CCCCC2)C2CCCCC2C1",
4-PHENOLSULFONIC-ACID,4-PHENOLSULFONIC-ACID,,BRD:BRD-BRD-K41024817-325-01-0;BRD:BRD-K41024817-325-01-0,rep_primary;rep_single_dose,,,,,PRECLINICAL,,,NA,OC1CCC(CC1)S(O)(=O)=O,
"4-PHENYL-1,2,3,4-TETRAHYDROISOQUINOLINE","4-PHENYL-1,2,3,4-TETRAHYDROISOQUINOLINE",,BRD:BRD-A40504327-003-02-9,rep_single_dose,DOPAMINE RELEASE INHIBITOR,,,,,,,NA,,
4-PPBP,4-PPBP,,BRD:BRD-BRD-K78061844-050-01-9;BRD:BRD-K78061844-050-01-9,rep_primary;rep_single_dose,SIGMA RECEPTOR LIGAND,SIGMAR1,,,PRECLINICAL,,,NA,"C(CCC1CCCCC1)CN1CCC(CC1)C1CCCCC1, C(CCC1CCCCC1)CN1CCC(CC1)C1CCCCC1",
4-PYRIMIDINECARBONITRILE,4-PYRIMIDINECARBONITRILE,,BRD:BRD-BRD-K04552268-001-02-4;BRD:BRD-K04552268-001-02-4,rep_multi_dose;rep_primary;rep_single_dose,,,,,PRECLINICAL,,,NA,N#CC1CCNCN1,
4BP-TQS,4BP-TQS,,BRD:BRD-A18598741-001-02-9,rep_single_dose,NICOTINIC RECEPTOR AGONIST,CHRNA7,,,,,,NA,,
4E1RCAT,4E1RCAT,,BRD:BRD-BRD-K67173685-001-06-9;BRD:BRD-K67173685-001-06-9,rep_multi_dose;rep_primary;rep_single_dose,PROTEIN SYNTHESIS INHIBITOR,EIF4E;EIF4G1,,,PRECLINICAL,,,NA,"OC(=O)C1CCC(CC1)N1C(=O)C(\C=C1C1CCCCC1)=C\C1CCC(O1)-C1CCC(CC1)[N+]([O-])=O, OC(=O)C1CCC(CC1)N1C(=O)C(\C=C1C1CCCCC1)=C\C1CCC(O1)-C1CCC(CC1)[N+]([O-])=O, OC(=O)C1CCC(CC1)N1C(=O)C(\C=C1C1CCCCC1)=C\C1CCC(O1)-C1CCC(CC1)[N+]([O-])=O",
HDAC INHIBITOR 4SC-202,4SC-202;DOMATINOSTAT;HDAC INHIBITOR 4SC-202,CHEMBL4283683,BRD:BRD-BRD-K11773281-075-02-4;BRD:BRD-K11773281-075-02-4,rep_primary;rep_single_dose,HDAC INHIBITOR,HDAC1,,,PHASE 1,,Small molecule,2,"Cn1cc(-c2ccc(S(=O)(=O)n3ccc(/C=C/C(=O)Nc4ccccc4N)c3)cc2)cn1;CN1CC(CN1)-C1CCC(CC1)S(=O)(=O)N1CCC(\C=C\C(=O)NC2CCCCC2N)C1, CN1CC(CN1)-C1CCC(CC1)S(=O)(=O)N1CCC(\C=C\C(=O)NC2CCCCC2N)C1, CN1CC(CN1)-C1CCC(CC1)S(=O)(=O)N1CCC(\C=C\C(=O)NC2CCCCC2N)C1, CN1CC(CN1)-C1CCC(CC1)S(=O)(=O)N1CCC(\C=C\C(=O)NC2CCCCC2N)C1",PRXXYMVLYKJITB-IZZDOVSWSA-N
5'-CHLORO-5'-DEOXY-ENBA-(+/-),5'-CHLORO-5'-DEOXY-ENBA-(+/-),,BRD:BRD-A13598753-001-01-2;BRD:BRD-BRD-A13598753-001-01-2,rep_primary;rep_single_dose,ADENOSINE RECEPTOR AGONIST,ADORA1,,,PRECLINICAL,,,NA,"O[C@@H]1[C@@H](CCL)O[C@H]([C@@H]1O)N1CNC2C(NC3CC4CCC3C4)NCNC12, O[C@@H]1[C@@H](CCL)O[C@H]([C@@H]1O)N1CNC2C(NC3CC4CCC3C4)NCNC12",
"5,7-DICHLOROKYNURENIC-ACID","5,7-DICHLOROKYNURENIC-ACID",,BRD:BRD-BRD-K60287130-001-05-7;BRD:BRD-K60287130-001-05-7,rep_primary;rep_single_dose,GLUTAMATE RECEPTOR ANTAGONIST,GLRA2;GRIN1;GRIN2A;GRIN2B;GRIN2C;GRIN2D,,,PRECLINICAL,,,NA,"OC(=O)C1CC(O)C2C(CL)CC(CL)CC2N1, OC(=O)C1CC(O)C2C(CL)CC(CL)CC2N1",
"5-AMINO-3-D-RIBOFURANOSYLTHIAZOLO[4,5-D]PYRIMIDIN-2,7(3H,6H)-DIONE","5-AMINO-3-D-RIBOFURANOSYLTHIAZOLO[4,5-D]PYRIMIDIN-2,7(3H,6H)-DIONE",,BRD:BRD-BRD-K87535339-001-01-6;BRD:BRD-K87535339-001-01-6,rep_primary;rep_single_dose,,TLR7,,,PRECLINICAL,,,NA,NC1NC2N([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C(=O)SC2C(=O)[NH]1,
5-AMINOLEVULINIC-ACID,5-AMINOLEVULINIC-ACID,,BRD:BRD-BRD-K57631554-003-06-2;BRD:BRD-K57631554-003-06-2,rep_primary;rep_single_dose,OXIDIZING AGENT,ALAD,,,LAUNCHED,,,NA,"NCC(=O)CCC(O)=O, NCC(=O)CCC(O)=O",
NSC-127716,2'-DEOXY-5-AZACYTIDINE;5-AZA-2'-DEOXYCYTIDINE;DAC;DACOGEN;DECITABINE;NSC-127716,CHEMBL1201129,BRD:BRD-BRD-K79254416-001-22-6;BRD:BRD-K79254416-001-07-7;BRD:BRD-K79254416-001-21-8;BRD:BRD-K79254416-001-22-6;CTRP:347775,ctrp;oncref_1;rep_multi_dose;rep_primary;rep_single_dose,HYPOMETHYLATING AGENT WITH DNA INCORPORATION,DNMT1;DNMT3A,"MYELODYSPLASTIC DISEASES (MDS), ANEMIA, CHRONIC MYELOID LEUKEMIA (CML)",,LAUNCHED,"Multiple values for MOA: {'DNA METHYLTRANSFERASE INHIBITOR', 'HYPOMETHYLATING AGENT WITH DNA INCORPORATION'}, defaulting to 'HYPOMETHYLATING AGENT WITH DNA INCORPORATION'
Multiple values for repurposing_target: {'DNMT1;DNMT3A', 'DNMT1'}, taking the union",Small molecule,4,"Nc1ncn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1;NC1NCN([C@H]2C[C@H](O)[C@@H](CO)O2)C(=O)N1, NC1NCN([C@H]2C[C@H](O)[C@@H](CO)O2)C(=O)N1, NC1NCN([C@H]2C[C@H](O)[C@@H](CO)O2)C(=O)N1",XAUDJQYHKZQPEU-KVQBGUIXSA-N
VIDAZA,"5-AZACITIDINE;AZACITIDINE;AZACYTIDINE;LADAKAMYCIN;NSC-102816;ONUREG;U-18,496;U-18496;VIDAZA",CHEMBL1489,BRD:BRD-BRD-K03406345-001-27-8;BRD:BRD-K03406345-001-21-1;BRD:BRD-K03406345-001-26-0;BRD:BRD-K03406345-001-27-8;CTRP:26874,ctrp;oncref_1;rep_multi_dose;rep_primary;rep_single_dose,HYPOMETHYLATING AGENT WITH DNA/RNA INCORPORATION,DNMT1;DNMT3A,"MYELODYSPLASTIC DISEASES (MDS), ANEMIA, CHRONIC MYELOMONOCYTIC LEUKEMIA (CMMOL)",,LAUNCHED,"Multiple values for MOA: {'HYPOMETHYLATING AGENT WITH DNA/RNA INCORPORATION', 'DNA METHYLTRANSFERASE INHIBITOR'}, defaulting to 'HYPOMETHYLATING AGENT WITH DNA/RNA INCORPORATION'
Multiple values for repurposing_target: {'DNMT1;DNMT3A', 'DNMT1'}, taking the union",Small molecule,4,"Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1;NC1NCN([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(=O)N1, NC1NCN([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(=O)N1, NC1NCN([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(=O)N1",NMUSYJAQQFHJEW-KVTDHHQDSA-N
5-BDBD,5-BDBD,,BRD:BRD-BRD-K33690734-001-01-5;BRD:BRD-K33690734-001-01-5,rep_primary;rep_single_dose,PURINERGIC RECEPTOR ANTAGONIST,P2RX4,,,PRECLINICAL,,,NA,"BRC1CCCC(C1)C1=NCC(=O)NC2C1OC1CCCCC21, BRC1CCCC(C1)C1=NCC(=O)NC2C1OC1CCCCC21",
5-CARBOXAMIDOTRYPTAMINE,5-CARBOXAMIDOTRYPTAMINE,,BRD:BRD-BRD-K92382976-050-01-1;BRD:BRD-K92382976-050-01-1,rep_primary;rep_single_dose,SEROTONIN RECEPTOR AGONIST,HTR1A;HTR1B;HTR1D;HTR1E;HTR1F;HTR2A;HTR2B;HTR2C;HTR5A;HTR6;HTR7,,,PRECLINICAL,,,NA,NCCC1C[NH]C2CCC(CC12)C(N)=O,
5-FLUORO-3-PYRIDYL-METHANOL,5-FLUORO-3-PYRIDYL-METHANOL,,BRD:BRD-BRD-K73381198-001-01-1;BRD:BRD-K73381198-001-01-1,rep_primary;rep_single_dose,,,,,PRECLINICAL,,,NA,OCC1CNCC(F)C1,
5-FLUOROPYRIMIDINE,5-FLUOROPYRIMIDINE,,BRD:BRD-K00004679-001-01-9,rep_single_dose,KINASE INHIBITOR,,,,,,,NA,,
